ResponseId	Trip_Number	raw_response	units	distance_in_raw_response_units	mode	likely_dominant_mode	distance_in_kilometers
R_AjMJe38zq3JBs77	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_AO398ZnEtABPFhT	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_ApnikOw0CjOtzLH	Distance Trip 4	600 (train)	kilometers	600	train	train	600
R_aXdLiSXRyxwg7F7	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_aXLLW7kEsCDlEfD	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_aYoBfIb3GU3fEJP	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_AyTroK1mSxp7DFL	Distance Trip 4	360	kilometers	360	unknown	unknown	360
R_babgUSltxYcbXZn	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_bEDse8jk3ThfEOZ	Distance Trip 4	HRI	NA	NA	NA	NA	NA
R_BK9mGok69aoy97H	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_BPRARQ9zxIYW3WF	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_BSnDLDWTYDicQlH	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_Bst1k9VQia0OwOB	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_BXFvENVMbO1x7bz	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_C2AgZbiGwdDRggF	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_C775xQKnDR7P0gp	Distance Trip 4	302.56	kilometers	302.56	unknown	unknown	302.56
R_Cf9jmh21EdFUVR7	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_cUqHBMBwyXki7ex	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_CZTtIvKXB2KJXvb	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_d0Dj1ah7BYF4AtH	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_d6HxkdQ0bokcyOJ	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_DAeY9f7QkUNrvfr	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_DGfuh87rwP8nSrD	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_Diag7rx6AJnZDVv	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_DiNvkXPpmCWbJxT	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_DiZRaiXiQqOy5Y5	Distance Trip 4	5	miles	5	unknown	unknown	5
R_Dl9EK8gT1ZdyhKF	Distance Trip 4	5000 (plane)	miles	5000	plane	plane	5000
R_DMmE3oUSwFvOEHD	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_DvIqThWYmVoaGdj	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_e9Z8nNz5lFKsbvz	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_eCH66tZ62qO2AY9	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_eLIalVOuSvRjsYx	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_esPi3nfChNmQWaZ	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_NWLNAcYHkNiV1YJ	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_O8rwBkgscWjPuQ9	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_OATlIlPPB0wVxoB	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_OoQ5zNgVr0bCMJb	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_OPz9utCC7l2e52h	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_OqbMiN236YiZ4Yx	Distance Trip 4	369	kilometers	369	unknown	unknown	369
R_Oqc0OumueA2h2Zb	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_OxUeMEuaMq8aSYx	Distance Trip 4	9670 (air)	miles	9670	plane	plane	9670
R_p4OKFTGrLVLkYJH	Distance Trip 4	432: train	kilometers	432	train	train	432
R_pJBTBl4v2fhEjdf	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_pQSBr363RA4uiYh	Distance Trip 4	500	miles	500	unknown	unknown	500
R_pRUZP9WpPPgB3fb	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_psZtN5vssJj8zHH	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_Q0to9pdZ29FO9uF	Distance Trip 4	450	kilometers	450	unknown	unknown	450
R_Q5sqLgtU9PEF4hH	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_qLsYntoHEvXpLd7	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_qQKFo3rsHlqZnpL	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_qUcKnsI9uueWQ1j	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_qWbFhfa361j95rb	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_r3loX1uXdvX6Bah	Distance Trip 4	1637	NA	1637	NA	NA	1637
R_r7mjaaVCX8RL0IN	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_R8EPHI2OGrKD6zn	Distance Trip 4	490 (plane)	miles	490	plane	plane	490
R_rcoYVo81aIZ780V	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_REueWtMUQk1oSIx	Distance Trip 4	5000	miles	5000	unknown	unknown	5000
R_RghCxHm00oSp7Ed	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_rpEqcnCOPbPjcdz	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_RyrjhgWVvtD6MbD	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_s6hPUtMxFLfYlSp	Distance Trip 4	1200 (plane)	kilometers	1200	plane	plane	1200
R_SAG2mlsSIsJguWt	Distance Trip 4	2000	miles	2000	unknown	unknown	2000
R_sAtCN1vHJdkwDXH	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_sHG45eo2rF70WTD	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_SIcZjdywqjaSgh3	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_SJFMjW706yj1O9j	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_snbzR4oytlHFiJX	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_so000Bwz3dIhzt7	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_sta92drbLRG4Q6d	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_STd4j9HtyAppIXL	Distance Trip 4	355	kilometers	355	unknown	unknown	355
R_sumBDIUAajd1zFf	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_svylpFKFjhz5bBD	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_tFFQgrhTulCLobv	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_To8nDv2NNWq6zgl	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_tPQV5EFU2c4QdLX	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_tRGIBvPYRqhMk2l	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_tYvVmXQqSncHYit	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_u2s6HLt9Osgddtv	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_UDDVdVujrqBmLFD	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_UlKJGGrWynaAOLD	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_ULsC7zdajK1HAxH	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_Uut1Rc07XJbE6Gt	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_uwR5bLTPC7mPoxH	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_uwtGhNdO03VTEyt	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_UxB3LOADGTMkTBv	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_uzcPwGCbiossOw9	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_V2c6MCl1dGQxHxf	Distance Trip 4	4500	kilometers	4500	unknown	unknown	4500
R_VVknguw81AbTFFD	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_VWmeEffnTt2AOgF	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_w7adQKp2mTJZ6Ap	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_WClczoiwDZ6DZlv	Distance Trip 4	2400 (plane)	miles	2400	plane	plane	2400
R_Wd3ngGkxh0Uv0pr	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_WiySzNpRJkdC4Hn	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_wLga7R7IpDCUDZf	Distance Trip 4	935.53	miles	935.53	unknown	unknown	935.53
R_wUgzXepChDU7lip	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_wXVtlIpuI99IInv	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_wZvHnVevRLzcXEB	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_xFbmsKrkJ6Pvkqt	Distance Trip 4	550km	kilometers	550	unknown	unknown	550
R_xhIM1SBCz5KAuJP	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_XpsX0zI5YKMP0Gt	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_xrxfPFXoiYHsMk9	Distance Trip 4	plane (200 km)	kilometers	200	plane	plane	200
R_XsTMVypqxxg6n4J	Distance Trip 4	200	kilometers	200	unknown	unknown	200
R_yEGDlR2IrUkIEtH	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_yJv2q97HoYPIDgB	Distance Trip 4	15	kilometers	15	unknown	unknown	15
R_yL1QG2gP1Yzznbj	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_yn17MT6GwMFKf0l	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_ysFNrC22m7vu2s1	Distance Trip 4	415 (airplane)	kilometers	415	plane	plane	415
R_yU4NR75V13oZgxX	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_yVHToot1NGxXeal	Distance Trip 4	1600 (plane)	miles	1600	plane	plane	1600
R_YWcGjo1MdxjEyIN	Distance Trip 4	0 (online)	kilometers	0	virtual	virtual	0
R_Z3HkSHYrlkE4WAN	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_ZBSwRukfizzN0lj	Distance Trip 4	500 (train)	miles	500	train	train	500
R_ZCfOUnh4AnZ77j3	Distance Trip 4	NA	NA	NA	NA	NA	NA
R_ZfwFLrQejWsp2sF	Distance Trip 4	900km	kilometers	900	unknown	unknown	900
R_0BP7zR2MKyh3vIl	Distance Trip 5	760 (plane)	miles	760	plane	plane	760
R_0GTMaMfZ1jxs1bP	Distance Trip 5	15 (train)	miles	15	train	train	15
R_0IHfoAVKSvpIqtP	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_0MX8CR4MyvEXvfb	Distance Trip 5	1400 (plane)	kilometers	1400	plane	plane	1400
R_0qPsmMEZF7y49mp	Distance Trip 5	2300	kilometers	2300	unknown	unknown	2300
R_10BCdY8vQcfP2oV	Distance Trip 5	5000 plane	miles	5000	plane	plane	5000
R_10DlrvWqhArIiET	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_10TXGqZUTqG8ut2	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_10U9zJ1QLGEnlmd	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1115lNNEG1UKct5	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_11dSAtu3J96kKqd	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_11dXdV84r8IzDTH	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_11Y46zJutoqOHRr	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_125c2AOYHeGaTgi	Distance Trip 5	1000	miles	1000	unknown	unknown	1000
R_129M763IUarJYtN	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_12bPJtmQb73gQE6	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_12EC0y6uZAXkTyl	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_12fmt2xHBgSLBma	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_12lEwQ4jdiSgZ2c	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_12LsgkwWBuw1YJz	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_12rnvggeoyd1d9r	Distance Trip 5	221 - car	kilometers	221	car	car	221
R_12z0J1BGsodpOhU	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1BrRKOq1cfKOb9D	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1BXFPuXfJDbZ8xu	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1BXh828qsKj610k	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1CC6VdytGBvrwQH	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1CCO3t4hGvAtIPg	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1Cf5Zd3LgfB5gHf	Distance Trip 5	2412 (plane)	miles	2412	plane	plane	2412
R_1CKKRvwMmaRkgLp	Distance Trip 5	935 (air)	miles	935	plane	plane	935
R_1d5mxy1CvLhHL3N	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1d6wnqZLFroaB7n	Distance Trip 5	international	NA	NA	NA	NA	NA
R_1d9VRfxe6UR210o	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1DGpwayBSEGH0Fi	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1Dw0dMaJzZohiQG	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1DwfPSovWvweOa0	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1E7pRIEDtz8fGu4	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1EbLxW6uqZm7NVp	Distance Trip 5	240 (car)	miles	240	car	car	240
R_1eOVoD9MqIC0g3D	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1eUBFRZ3KjZbjaJ	Distance Trip 5	110 (car)	miles	110	car	car	110
R_1ez826MsX3v3f59	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1f8XIqhpbSynZlQ	Distance Trip 5	40 (car)	miles	50	car	car	50
R_1fd3dprlmeg7Vk8	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1FfjXfTNDAPO9x8	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1FL1yiThokvXZ4y	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1FnfQUA3Lyt4jIv	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1GH4VOE6W4TxXIi	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1GK8iup7wdppU3e	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1GtQ3ycdmwIbYFH	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1gUASWDcle7bjTP	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1guLFi4qHGObDXq	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1HixXGCAuBbbz0g	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1hJWWzCHEUJXm5o	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1i3VdJIBOgQD52Q	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1I5cxp7nd6i0psR	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1I9JtgEHB0L7vs7	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1IbJSZLqlV6STJN	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1ifUIXZ2gxC5RXX	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1IsoswokRTHtVg1	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1iswfM49Ocz5YB3	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1JDcDDC0dTQmc1j	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1jIFD1p97B3pi48	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1jv1hu8plEj1QNS	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1JVMlGUFBhXm4K8	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1KjYV0SKPw3WaeE	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1KlLOQpW8b9BOSW	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1KvWtE5Qfcdteax	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1l0klEB60FihAcl	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1lgiypKtcdI6x3l	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1LhSpyotS3oFByI	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1LMDwRnxo4hl52T	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1lnT8Pb8t8U7Lu2	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1LwzxWPtDRJQP92	Distance Trip 5	127 (car)	kilometers	127	car	car	127
R_1M6tY48bUSBhVXT	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1MKgfYRKq77EOmh	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1mlP9DPrkydlT3V	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1MPOIfGFezYEp71	Distance Trip 5	355	kilometers	355	unknown	unknown	355
R_1msFUImRhkEP1FK	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1msWRt0tnK46tnB	Distance Trip 5	6017.87	kilometers	6017.87	unknown	unknown	6017.87
R_1MSyf5ZynnIqA68	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1mUaPjv9XUBe5YV	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1mUvzoK7oz5wezl	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1mvZB5GOzV8doGk	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1nNHG8iWCN27G8S	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1nVHXhM0yNc8GQ6	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1o1pT5XPwgsQAdr	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1o2atLUGGEMVkeK	Distance Trip 5	640 miles (Plane)	miles	640	plane	plane	640
R_1o8dIVxLwiDxbJq	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1obhD9Z4Hqdj2qa	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1Oiq87304lCPMXm	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1Oj0AACyga0zzpu	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1OK2VhQmGU2aTQo	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1OktCzCgAA7x6xg	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1OpfzXBg1PEd3rB	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1OTEj73iCuzBRZE	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1pXLJqp6YGq5dxU	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1pxoOiA0q4Sc1iG	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1PYJbPqXWoig3vO	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1QJwv1XCnvGuRLm	Distance Trip 5	625	miles	625	unknown	unknown	625
R_1qVtnQurGB5Tl3N	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1r86OaXZ9nUq3ry	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1rBVxmTYMI2mIzt	Distance Trip 5	1500	miles	1500	unknown	unknown	1500
R_1rc3cZ8LCqqX2pS	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1rCCqe8oqI3Z2RG	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1ric1FG8aLetyBF	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1rjLVwvk93FF0j1	Distance Trip 5	150 miles (train)	miles	150	train	train	150
R_1rPnWKsz7pj0TUo	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1rv0sDnuZD5YZk6	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1rw4dEbmxtU8FLU	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_1U4n9u8wA6LR03L	Distance Trip 5	20km car	kilometers	20	car	car	20
R_1yI0IGYLTAdyvyV	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_20TEpae6oOtqE9t	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_20Z5l8DIra2n53C	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_21HEtB7mlAqpHIO	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_22lkd4n72LmIarH	Distance Trip 5	147(train)	kilometers	147	train	train	147
R_22RXTsFimjF8H6r	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_22uagAaJASFCeL1	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_22yw6R0OKgLJ5az	Distance Trip 5	0 (in same trip as conference 4)	miles	0	foot	foot	0
R_239J2lZsugoL60Q	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_242WTBWUluvzhUs	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_24HjpYhhzvsj9qT	Distance Trip 5	700	kilometers	700	unknown	unknown	700
R_24pKiBVkCs01egm	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_25KiUS8q8RIikno	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_25Qq7olTJuMXyM0	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_25TTKcLJiL66MyJ	Distance Trip 5	3100 (plane)	kilometers	3100	plane	plane	3100
R_25vgqWOQRX7yxQB	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_25XT8a01KRfyeZy	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_262A4wc1S1E0HKo	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_26aQDMnHbKhgVBY	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_26hGERCRAYDvFvK	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_26hwi7RlcZ8eoRW	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_27D4P8iJrX3XgOD	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_27DqM8fJiWT62cS	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_27OtrdlQU3w9Wr2	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_28MpO3WXFiYr3aS	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_296509E6OMip38g	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2abEfDqooVqaCWF	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2aETCNUNOWJrFxn	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2AFJUxAnnZpxQys	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2ALmim8DisBK9AJ	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2aLvV7a5PVh4ZN2	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2amAq6m8A1dofsG	Distance Trip 5	0	NA	NA	NA	NA	NA
R_2arhPCDr0Scmw5R	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2AWGTyad6HmB9Ov	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2c0Fve9wiyWAVdi	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2cbjDRtxBWhxlTX	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2Ck2pGz89fm6e4k	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2CmoJiXg0YiLYiu	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2cpjmVr7mrYmKbB	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2dhxfNYnGjm1te4	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2DMI1HCkFhFYpa6	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2dtihCManvEfkWk	Distance Trip 5	155	miles	155	unknown	unknown	155
R_2ebsalT2jtY3zPl	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2EFvh22ku9nUqSD	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2EFvmmRzQMtqzAw	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2eVXIUVbGPd2UNx	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2f0Y04v53dziwSp	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2f88emSFpoMFADE	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2fp2DlwmEwrGkDK	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2fp8HJsfTSjIXYN	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2hPtakBjfI2vEJ3	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2OGr85oVeN6hQK7	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2OI4tNfgpjhR10J	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2P28EQaX4yEbSz9	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2pKMJlMjzSijgyD	Distance Trip 5	370	kilometers	370	unknown	unknown	370
R_2q2xmNBi1qZnhKi	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2qCS67uqG369lCc	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2QifX47e3dGXTvi	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2QrKmAv85bXrFj7	Distance Trip 5	745 (train)	kilometers	745	train	train	745
R_2Qu1ZIrmu8ys4t6	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2R3alMzrmK7S0gl	Distance Trip 5	1000	kilometers	1000	unknown	unknown	1000
R_2R54IKwmjeP8tFn	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2RaXoXLEhZQete8	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2rOxtYsZX5LpiLE	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2rTHWb94S7QKfpP	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2rTqzO2mI6E5YrB	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2sbZ2DHO5nqsyAW	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2SiAOrrbuzK0Ldn	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2SiShX3Hx3EzqpX	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2Sk7TCeH3RC3Jt9	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2SrB5Ad9QM0KQyQ	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2TAx6LNCtNICtg1	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2tKn353lmhNNs04	Distance Trip 5	2151 miles (plane)	miles	2151	plane	plane	2151
R_2tkUbXAeFclIQiO	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2TKUcstvV5XQvL8	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2TmABiChg11Irby	Distance Trip 5	100	kilometers	100	unknown	unknown	100
R_2TToZPpuplHCNsE	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2tuur98Wbf1Ck52	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2U45KtRsl7dqT8j	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2UazaS3E1DdUdVE	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2upwDPZDTtZ1Om6	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2UWUTw7mkPkNsrU	Distance Trip 5	746 km (flight)	kilometers	746	plane	plane	746
R_2UXZRHZ9XH00w8F	Distance Trip 5	0 (host)	kilometers	0	foot	foot	0
R_2V3FkhxditLMS62	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2V4JcPckVcSrQHw	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2VE02nFwIWMyO9t	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2VjBmfHzhGD4Pq5	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2WBacYdzSfNys2Y	Distance Trip 5	NA	NA	NA	NA	NA	NA
R_2wi35tG03ZWLHi8	Distance Trip 5	NA	NA	NA	NA	NA	NA
