ResponseId	Finished	RecordedDate	Question	Value
R_3NIZbrsucyIhGTI	TRUE	2020-04-07T10:04:31Z	Q16_6	NA
R_3RgTXA5RobS5YeE	TRUE	2020-04-07T10:06:04Z	Q16_6	NA
R_3RmSnearkyOpOzY	TRUE	2020-04-07T10:07:40Z	Q16_6	NA
R_8vKWbE6uDyd0cgh	TRUE	2020-04-07T10:07:42Z	Q16_6	NA
R_3lFTOIxGN1LFyUd	TRUE	2020-04-07T10:08:37Z	Q16_6	NA
R_psZtN5vssJj8zHH	TRUE	2020-04-07T10:10:13Z	Q16_6	NA
R_R8EPHI2OGrKD6zn	TRUE	2020-04-07T10:13:16Z	Q16_6	NA
R_24pKiBVkCs01egm	TRUE	2020-04-07T10:13:37Z	Q16_6	NA
R_2dhxfNYnGjm1te4	TRUE	2020-04-07T10:16:20Z	Q16_6	NA
R_3qeOJIwQCElnZVr	TRUE	2020-04-07T10:18:53Z	Q16_6	NA
R_1nNHG8iWCN27G8S	TRUE	2020-04-07T10:18:55Z	Q16_6	NA
R_STd4j9HtyAppIXL	TRUE	2020-04-07T10:20:12Z	Q16_6	NA
R_1I5cxp7nd6i0psR	TRUE	2020-04-07T10:20:19Z	Q16_6	NA
R_1KvWtE5Qfcdteax	TRUE	2020-04-07T10:21:12Z	Q16_6	NA
R_3R3FfMrIEWy6d0W	TRUE	2020-04-07T10:21:24Z	Q16_6	NA
R_2R54IKwmjeP8tFn	TRUE	2020-04-07T10:23:57Z	Q16_6	NA
R_129M763IUarJYtN	TRUE	2020-04-07T10:25:43Z	Q16_6	NA
R_1mvZB5GOzV8doGk	TRUE	2020-04-07T10:25:47Z	Q16_6	NA
R_xhIM1SBCz5KAuJP	TRUE	2020-04-07T10:29:11Z	Q16_6	NA
R_2ZHsqIgqVrZxZyc	TRUE	2020-04-07T10:30:29Z	Q16_6	NA
R_3g02tr9F7UkRGix	TRUE	2020-04-07T10:34:12Z	Q16_6	NA
R_1OTEj73iCuzBRZE	TRUE	2020-04-07T10:35:25Z	Q16_6	NA
R_8rmIk9pITL2P2sV	TRUE	2020-04-07T10:36:17Z	Q16_6	NA
R_2zZogL2trQKWI0i	TRUE	2020-04-07T10:37:28Z	Q16_6	NA
R_2QifX47e3dGXTvi	TRUE	2020-04-07T10:37:53Z	Q16_6	NA
R_UDDVdVujrqBmLFD	TRUE	2020-04-07T10:39:31Z	Q16_6	NA
R_22uagAaJASFCeL1	TRUE	2020-04-07T10:42:06Z	Q16_6	NA
R_1OK2VhQmGU2aTQo	TRUE	2020-04-07T10:44:56Z	Q16_6	NA
R_uzcPwGCbiossOw9	TRUE	2020-04-07T10:48:28Z	Q16_6	NA
R_262A4wc1S1E0HKo	TRUE	2020-04-07T10:50:05Z	Q16_6	NA
R_2Ck2pGz89fm6e4k	TRUE	2020-04-07T10:53:12Z	Q16_6	NA
R_1FfjXfTNDAPO9x8	TRUE	2020-04-07T10:55:10Z	Q16_6	NA
R_2cpjmVr7mrYmKbB	TRUE	2020-04-07T11:10:07Z	Q16_6	NA
R_DAeY9f7QkUNrvfr	TRUE	2020-04-07T11:18:01Z	Q16_6	NA
R_p4OKFTGrLVLkYJH	TRUE	2020-04-07T11:19:12Z	Q16_6	NA
R_3RxgSbYwXok3jCO	TRUE	2020-04-07T11:24:51Z	Q16_6	NA
R_d0Dj1ah7BYF4AtH	TRUE	2020-04-07T11:27:42Z	Q16_6	NA
R_2RaXoXLEhZQete8	TRUE	2020-04-07T11:35:11Z	Q16_6	NA
R_3ReGHRHTCe8boZ4	TRUE	2020-04-07T11:43:40Z	Q16_6	NA
R_1l0klEB60FihAcl	TRUE	2020-04-07T11:52:26Z	Q16_6	NA
R_1msFUImRhkEP1FK	TRUE	2020-04-07T11:52:44Z	Q16_6	NA
R_3oAwWSy0DDrDaI7	TRUE	2020-04-07T12:01:44Z	Q16_6	341.86 (plane)
R_2U45KtRsl7dqT8j	TRUE	2020-04-07T12:05:46Z	Q16_6	NA
R_Uut1Rc07XJbE6Gt	TRUE	2020-04-07T12:08:35Z	Q16_6	NA
R_A5av4Wmjb9qJmEh	TRUE	2020-04-07T12:15:38Z	Q16_6	500 (train)
R_1ifUIXZ2gxC5RXX	TRUE	2020-04-07T12:16:59Z	Q16_6	NA
R_26hwi7RlcZ8eoRW	TRUE	2020-04-07T12:26:16Z	Q16_6	NA
R_3MsewgQbyncA7u6	TRUE	2020-04-07T12:33:50Z	Q16_6	NA
R_3qR8XxCAPwoEFFW	TRUE	2020-04-07T12:40:10Z	Q16_6	NA
R_BPRARQ9zxIYW3WF	TRUE	2020-04-07T12:49:30Z	Q16_6	NA
R_25KiUS8q8RIikno	TRUE	2020-04-07T12:58:14Z	Q16_6	NA
R_3rZKdSwTnapgxLV	TRUE	2020-04-07T13:00:49Z	Q16_6	NA
R_3po108JaqUNfUQr	TRUE	2020-04-07T13:02:49Z	Q16_6	NA
R_qUcKnsI9uueWQ1j	TRUE	2020-04-07T13:03:20Z	Q16_6	NA
R_3CHgXMNJtbxEwXb	TRUE	2020-04-07T13:32:09Z	Q16_6	NA
R_esPi3nfChNmQWaZ	TRUE	2020-04-07T13:50:23Z	Q16_6	NA
R_1hJWWzCHEUJXm5o	TRUE	2020-04-07T14:09:27Z	Q16_6	NA
R_3PT7ebWvMBOz0mc	TRUE	2020-04-07T14:15:19Z	Q16_6	NA
R_3qCnBIaRUwl3foV	TRUE	2020-04-07T14:23:51Z	Q16_6	NA
R_Oqc0OumueA2h2Zb	TRUE	2020-04-07T14:31:16Z	Q16_6	NA
R_1rBVxmTYMI2mIzt	TRUE	2020-04-07T14:49:55Z	Q16_6	NA
R_3G33Ra9Gp370DOu	TRUE	2020-04-07T15:12:25Z	Q16_6	NA
R_2P28EQaX4yEbSz9	TRUE	2020-04-07T16:09:17Z	Q16_6	NA
R_10U9zJ1QLGEnlmd	TRUE	2020-04-07T16:38:19Z	Q16_6	NA
R_2abEfDqooVqaCWF	TRUE	2020-04-07T16:57:22Z	Q16_6	NA
R_12EC0y6uZAXkTyl	TRUE	2020-04-07T17:38:25Z	Q16_6	NA
R_1OpfzXBg1PEd3rB	TRUE	2020-04-07T19:27:33Z	Q16_6	NA
R_3HLcPSJWOUtWrvs	TRUE	2020-04-07T19:37:36Z	Q16_6	NA
R_OATlIlPPB0wVxoB	TRUE	2020-04-07T20:24:08Z	Q16_6	NA
R_30q62jg9m5HUL6q	TRUE	2020-04-07T21:08:45Z	Q16_6	NA
R_uwtGhNdO03VTEyt	TRUE	2020-04-07T21:59:24Z	Q16_6	NA
R_3j2OtbvMcceGw1v	TRUE	2020-04-07T22:46:13Z	Q16_6	1634 (plane)
R_3FPXv3QPH7XFZUB	TRUE	2020-04-08T02:03:56Z	Q16_6	NA
R_1mUaPjv9XUBe5YV	TRUE	2020-04-08T05:05:03Z	Q16_6	NA
R_2wi35tG03ZWLHi8	TRUE	2020-04-08T06:00:24Z	Q16_6	NA
R_3ijOf9Ye3pnV0jz	TRUE	2020-04-08T06:16:49Z	Q16_6	NA
R_2Qu1ZIrmu8ys4t6	TRUE	2020-04-08T10:33:09Z	Q16_6	NA
R_3lXnQLikcdgedzl	TRUE	2020-04-08T12:48:15Z	Q16_6	NA
R_338UMxkUqgORHyK	TRUE	2020-04-08T16:14:16Z	Q16_6	NA
R_1pXLJqp6YGq5dxU	TRUE	2020-04-08T21:31:18Z	Q16_6	NA
R_10TXGqZUTqG8ut2	TRUE	2020-04-08T21:32:26Z	Q16_6	NA
R_2cbjDRtxBWhxlTX	TRUE	2020-04-09T10:51:27Z	Q16_6	NA
R_3IPHkCA3kEa0xud	TRUE	2020-04-09T13:34:47Z	Q16_6	NA
R_1fd3dprlmeg7Vk8	TRUE	2020-04-09T14:37:18Z	Q16_6	NA
R_1KlLOQpW8b9BOSW	TRUE	2020-04-09T14:58:25Z	Q16_6	NA
R_O8rwBkgscWjPuQ9	TRUE	2020-04-10T13:06:23Z	Q16_6	NA
R_2ebsalT2jtY3zPl	TRUE	2020-04-13T08:59:44Z	Q16_6	NA
R_aYoBfIb3GU3fEJP	TRUE	2020-04-14T14:04:57Z	Q16_6	NA
R_239J2lZsugoL60Q	TRUE	2020-04-14T14:06:07Z	Q16_6	NA
R_2sbZ2DHO5nqsyAW	TRUE	2020-04-14T14:16:29Z	Q16_6	NA
R_1msWRt0tnK46tnB	TRUE	2020-04-14T14:22:19Z	Q16_6	1
R_AyTroK1mSxp7DFL	TRUE	2020-04-14T14:29:41Z	Q16_6	11
R_2YsUkdZxw0cGoA6	TRUE	2020-04-14T14:42:19Z	Q16_6	NA
R_1yI0IGYLTAdyvyV	TRUE	2020-04-14T14:46:27Z	Q16_6	NA
R_2fp8HJsfTSjIXYN	TRUE	2020-04-14T14:46:39Z	Q16_6	NA
R_3M9EGpR8XLOp6TG	TRUE	2020-04-14T14:48:06Z	Q16_6	NA
R_0BP7zR2MKyh3vIl	TRUE	2020-04-14T14:49:51Z	Q16_6	315 (plane)
R_To8nDv2NNWq6zgl	TRUE	2020-04-14T14:57:03Z	Q16_6	NA
R_pQSBr363RA4uiYh	TRUE	2020-04-14T15:12:09Z	Q16_6	1000
R_2UazaS3E1DdUdVE	TRUE	2020-04-14T17:08:53Z	Q16_6	NA
R_sHG45eo2rF70WTD	TRUE	2020-04-14T18:24:16Z	Q16_6	NA
R_25vgqWOQRX7yxQB	TRUE	2020-04-14T18:45:54Z	Q16_6	NA
R_Dl9EK8gT1ZdyhKF	TRUE	2020-04-14T21:58:05Z	Q16_6	NA
R_3QXYqkBVfCDGn1e	TRUE	2020-04-14T22:18:20Z	Q16_6	NA
R_6XnLmCuePblGbg5	TRUE	2020-04-14T22:21:38Z	Q16_6	NA
R_2zBZwBacEhl0Rvk	TRUE	2020-04-14T22:29:35Z	Q16_6	NA
R_2V3FkhxditLMS62	TRUE	2020-04-14T22:52:37Z	Q16_6	NA
R_2TToZPpuplHCNsE	TRUE	2020-04-14T22:56:59Z	Q16_6	NA
R_1f8XIqhpbSynZlQ	TRUE	2020-04-14T22:59:37Z	Q16_6	600 (car)
R_eLIalVOuSvRjsYx	TRUE	2020-04-14T22:59:42Z	Q16_6	NA
R_1LMDwRnxo4hl52T	TRUE	2020-04-14T23:16:51Z	Q16_6	NA
R_xFbmsKrkJ6Pvkqt	TRUE	2020-04-15T00:16:39Z	Q16_6	NA
R_40f4gVeysnoKrsd	TRUE	2020-04-15T00:24:07Z	Q16_6	NA
R_DMmE3oUSwFvOEHD	TRUE	2020-04-15T01:20:21Z	Q16_6	NA
R_3j1lyoOAvZ8I2Ly	TRUE	2020-04-15T01:21:03Z	Q16_6	NA
R_6xLDnusHHw1GkJX	TRUE	2020-04-15T01:39:29Z	Q16_6	814
R_1FL1yiThokvXZ4y	TRUE	2020-04-15T02:12:30Z	Q16_6	NA
R_CZTtIvKXB2KJXvb	TRUE	2020-04-15T02:12:53Z	Q16_6	NA
R_sta92drbLRG4Q6d	TRUE	2020-04-15T02:12:54Z	Q16_6	NA
R_2wSMv1DWAXFTCrO	TRUE	2020-04-15T02:15:07Z	Q16_6	NA
R_8v5CJI2iapZien7	TRUE	2020-04-15T02:16:34Z	Q16_6	NA
R_1r86OaXZ9nUq3ry	TRUE	2020-04-15T03:17:27Z	Q16_6	NA
R_aXLLW7kEsCDlEfD	TRUE	2020-04-15T03:51:08Z	Q16_6	NA
R_3Djz6e6V5wI2c82	TRUE	2020-04-15T04:30:50Z	Q16_6	NA
R_3JL5Ira3eIcSbZN	TRUE	2020-04-15T04:46:33Z	Q16_6	NA
R_2AFJUxAnnZpxQys	TRUE	2020-04-15T05:32:54Z	Q16_6	NA
R_2qCS67uqG369lCc	TRUE	2020-04-15T06:10:24Z	Q16_6	NA
R_1JVMlGUFBhXm4K8	TRUE	2020-04-15T06:51:44Z	Q16_6	NA
R_2zkKJ8g3vh5nmBw	TRUE	2020-04-15T07:13:54Z	Q16_6	NA
R_3CJUkLRQ68mpBUs	TRUE	2020-04-15T07:18:37Z	Q16_6	NA
R_3iIosOap2baMMVa	TRUE	2020-04-15T07:23:46Z	Q16_6	5400 plane
R_3HCfirAd5ckcafb	TRUE	2020-04-15T08:09:41Z	Q16_6	NA
R_1Dw0dMaJzZohiQG	TRUE	2020-04-15T08:56:12Z	Q16_6	NA
R_3MhA4bIJSqnqEv8	TRUE	2020-04-15T09:04:29Z	Q16_6	NA
R_1rw4dEbmxtU8FLU	TRUE	2020-04-15T09:53:12Z	Q16_6	NA
R_1115lNNEG1UKct5	TRUE	2020-04-15T10:21:13Z	Q16_6	NA
R_9H1NcBaRh5X2aiJ	TRUE	2020-04-15T10:26:12Z	Q16_6	NA
R_3CZcyXFIOaCJUtG	TRUE	2020-04-15T10:29:40Z	Q16_6	NA
R_11dXdV84r8IzDTH	TRUE	2020-04-15T10:35:44Z	Q16_6	NA
R_6WE2pAoGbHkCEXn	TRUE	2020-04-15T11:03:34Z	Q16_6	NA
R_1QJwv1XCnvGuRLm	TRUE	2020-04-15T11:34:53Z	Q16_6	2440
R_2SrB5Ad9QM0KQyQ	TRUE	2020-04-15T12:55:00Z	Q16_6	NA
R_2WZR5wghMKjV2RV	TRUE	2020-04-15T13:20:34Z	Q16_6	NA
R_2aETCNUNOWJrFxn	TRUE	2020-04-15T13:39:06Z	Q16_6	NA
R_r7mjaaVCX8RL0IN	TRUE	2020-04-15T15:04:14Z	Q16_6	NA
R_yJv2q97HoYPIDgB	TRUE	2020-04-15T18:42:59Z	Q16_6	NA
R_2QrKmAv85bXrFj7	TRUE	2020-04-16T00:59:47Z	Q16_6	NA
R_3fm0eWMqcVsvNmk	TRUE	2020-04-16T04:51:39Z	Q16_6	NA
R_2zDc4pa39RunsBC	TRUE	2020-04-16T10:07:12Z	Q16_6	NA
R_2zj6izm7Q0k3IdA	TRUE	2020-04-16T11:47:19Z	Q16_6	NA
R_3RvAofCi5LRfjxw	TRUE	2020-04-17T00:04:22Z	Q16_6	NA
R_1obhD9Z4Hqdj2qa	TRUE	2020-04-17T03:05:55Z	Q16_6	NA
R_3Pk3p72Mfjj9orm	TRUE	2020-04-17T03:34:15Z	Q16_6	NA
R_2ylLEEG37HBQw9a	TRUE	2020-04-19T09:17:27Z	Q16_6	NA
R_r3loX1uXdvX6Bah	TRUE	2020-04-19T13:18:26Z	Q16_6	NA
R_DvIqThWYmVoaGdj	TRUE	2020-04-19T21:32:13Z	Q16_6	NA
R_Z3HkSHYrlkE4WAN	TRUE	2020-04-20T06:57:19Z	Q16_6	NA
R_2amAq6m8A1dofsG	TRUE	2020-04-22T14:41:04Z	Q16_6	NA
R_2arhPCDr0Scmw5R	TRUE	2020-04-24T05:47:37Z	Q16_6	NA
R_3GkLUEhy7LWppaX	TRUE	2020-04-24T07:24:21Z	Q16_6	NA
R_1rv0sDnuZD5YZk6	TRUE	2020-04-24T13:54:40Z	Q16_6	NA
R_1Oiq87304lCPMXm	TRUE	2020-04-25T07:51:41Z	Q16_6	NA
R_1pxoOiA0q4Sc1iG	TRUE	2020-04-25T08:38:40Z	Q16_6	NA
R_2zA9EoC0cC4pm6m	TRUE	2020-04-25T09:10:41Z	Q16_6	NA
R_SAG2mlsSIsJguWt	TRUE	2020-04-25T11:43:20Z	Q16_6	NA
R_1rCCqe8oqI3Z2RG	TRUE	2020-04-26T02:47:11Z	Q16_6	NA
R_3dVYR1oZh56RTiL	TRUE	2020-04-27T10:04:24Z	Q16_6	NA
R_3ht3myNBktKgu0R	TRUE	2020-04-27T12:06:15Z	Q16_6	NA
R_1lgiypKtcdI6x3l	TRUE	2020-04-27T12:07:00Z	Q16_6	NA
R_ULsC7zdajK1HAxH	TRUE	2020-04-27T12:07:30Z	Q16_6	NA
R_12z0J1BGsodpOhU	TRUE	2020-04-27T12:24:10Z	Q16_6	NA
R_ZCfOUnh4AnZ77j3	TRUE	2020-04-27T12:26:01Z	Q16_6	NA
R_d6HxkdQ0bokcyOJ	TRUE	2020-04-27T12:31:13Z	Q16_6	NA
R_1mUvzoK7oz5wezl	TRUE	2020-04-27T12:35:38Z	Q16_6	NA
R_2f0Y04v53dziwSp	TRUE	2020-04-27T12:48:14Z	Q16_6	NA
R_ZBSwRukfizzN0lj	TRUE	2020-04-27T12:51:27Z	Q16_6	NA
R_1OktCzCgAA7x6xg	TRUE	2020-04-27T13:59:40Z	Q16_6	NA
R_RyrjhgWVvtD6MbD	TRUE	2020-04-27T15:11:13Z	Q16_6	NA
R_1ric1FG8aLetyBF	TRUE	2020-04-27T15:23:14Z	Q16_6	NA
R_2tkUbXAeFclIQiO	TRUE	2020-04-27T15:30:24Z	Q16_6	NA
R_6Xc6PWx3nXg1m5b	TRUE	2020-04-27T16:09:40Z	Q16_6	NA
R_1CCO3t4hGvAtIPg	TRUE	2020-04-27T16:26:08Z	Q16_6	NA
R_3PYQreMdV3dpalK	TRUE	2020-04-27T16:29:17Z	Q16_6	NA
R_1ez826MsX3v3f59	TRUE	2020-04-27T16:41:38Z	Q16_6	NA
R_2xXLkJFcNZpNU4X	TRUE	2020-04-27T17:10:56Z	Q16_6	NA
R_1d9VRfxe6UR210o	TRUE	2020-04-27T17:24:41Z	Q16_6	NA
R_s6hPUtMxFLfYlSp	TRUE	2020-04-27T18:20:52Z	Q16_6	1200 (plane)
R_3P7iExahkHm5jrh	TRUE	2020-04-27T18:26:31Z	Q16_6	NA
R_3G0UWy6Gs83DJOR	TRUE	2020-04-27T18:29:07Z	Q16_6	NA
R_yU4NR75V13oZgxX	TRUE	2020-04-27T20:41:11Z	Q16_6	NA
R_3nwlvdPeCDpO2qq	TRUE	2020-04-27T21:06:51Z	Q16_6	NA
R_2eVXIUVbGPd2UNx	TRUE	2020-04-27T21:16:28Z	Q16_6	NA
R_3e2nYQ8ueoDgRIG	TRUE	2020-04-27T22:06:04Z	Q16_6	NA
R_0IHfoAVKSvpIqtP	TRUE	2020-04-27T22:29:37Z	Q16_6	NA
R_1MKgfYRKq77EOmh	TRUE	2020-04-27T22:42:15Z	Q16_6	NA
R_2ya3OZAcYaAZMMX	TRUE	2020-04-27T22:48:48Z	Q16_6	NA
R_25Qq7olTJuMXyM0	TRUE	2020-04-27T22:49:53Z	Q16_6	NA
R_3CNGhDjcKVyTijW	TRUE	2020-04-27T23:02:52Z	Q16_6	NA
R_28MpO3WXFiYr3aS	TRUE	2020-04-27T23:08:15Z	Q16_6	NA
R_1Oj0AACyga0zzpu	TRUE	2020-04-27T23:10:27Z	Q16_6	NA
R_1U4n9u8wA6LR03L	TRUE	2020-04-27T23:25:17Z	Q16_6	5km bicycle
R_11dSAtu3J96kKqd	TRUE	2020-04-27T23:32:33Z	Q16_6	NA
R_12lEwQ4jdiSgZ2c	TRUE	2020-04-27T23:37:18Z	Q16_6	NA
R_1M6tY48bUSBhVXT	TRUE	2020-04-27T23:50:55Z	Q16_6	NA
R_3hmy0BrdYrinrfS	TRUE	2020-04-28T00:04:38Z	Q16_6	NA
R_3fT4JSnuSCZtj1m	TRUE	2020-04-28T00:24:46Z	Q16_6	NA
R_1JDcDDC0dTQmc1j	TRUE	2020-04-28T00:34:07Z	Q16_6	NA
R_RghCxHm00oSp7Ed	TRUE	2020-04-28T00:52:37Z	Q16_6	NA
R_wUgzXepChDU7lip	TRUE	2020-04-28T00:59:10Z	Q16_6	NA
R_3Hua8rhi8anK9pA	TRUE	2020-04-28T01:10:20Z	Q16_6	NA
R_1IbJSZLqlV6STJN	TRUE	2020-04-28T01:12:58Z	Q16_6	NA
R_sAtCN1vHJdkwDXH	TRUE	2020-04-28T01:45:52Z	Q16_6	NA
R_22yw6R0OKgLJ5az	TRUE	2020-04-28T01:48:44Z	Q16_6	NA
R_ApnikOw0CjOtzLH	TRUE	2020-04-28T01:55:29Z	Q16_6	NA
R_1HixXGCAuBbbz0g	TRUE	2020-04-28T01:56:43Z	Q16_6	NA
R_3k1cwdvFLhCCeKf	TRUE	2020-04-28T01:59:32Z	Q16_6	NA
R_0qPsmMEZF7y49mp	TRUE	2020-04-28T02:37:18Z	Q16_6	NA
R_12rnvggeoyd1d9r	TRUE	2020-04-28T02:57:10Z	Q16_6	10 - car
R_OxUeMEuaMq8aSYx	TRUE	2020-04-28T03:18:03Z	Q16_6	NA
R_3JgtVuma1C4kXHk	TRUE	2020-04-28T03:19:10Z	Q16_6	NA
R_ysFNrC22m7vu2s1	TRUE	2020-04-28T03:29:46Z	Q16_6	1915 (airplane)
R_3jeZHpNdgv51w15	TRUE	2020-04-28T04:06:34Z	Q16_6	NA
R_eCH66tZ62qO2AY9	TRUE	2020-04-28T04:52:30Z	Q16_6	NA
R_1GtQ3ycdmwIbYFH	TRUE	2020-04-28T05:18:04Z	Q16_6	NA
R_3L0TCnju9oDg34Z	TRUE	2020-04-28T05:39:08Z	Q16_6	NA
R_1MPOIfGFezYEp71	TRUE	2020-04-28T05:39:27Z	Q16_6	NA
R_2tuur98Wbf1Ck52	TRUE	2020-04-28T05:41:12Z	Q16_6	NA
R_3qpURBeTlhAsFvy	TRUE	2020-04-28T06:14:26Z	Q16_6	NA
R_2yk2ZlrDeXT3aVE	TRUE	2020-04-28T06:51:39Z	Q16_6	NA
R_1eUBFRZ3KjZbjaJ	TRUE	2020-04-28T07:29:01Z	Q16_6	NA
R_2zqKmvHvw5gGqYy	TRUE	2020-04-28T07:30:00Z	Q16_6	NA
R_54KH1tFXDXPctdD	TRUE	2020-04-28T07:53:16Z	Q16_6	NA
R_WClczoiwDZ6DZlv	TRUE	2020-04-28T08:23:07Z	Q16_6	NA
R_5mZVBDVeSHEwGlj	TRUE	2020-04-28T09:01:39Z	Q16_6	NA
R_3jdIVghhYznuDoz	TRUE	2020-04-28T09:38:09Z	Q16_6	NA
R_1GK8iup7wdppU3e	TRUE	2020-04-28T09:45:53Z	Q16_6	NA
R_w7adQKp2mTJZ6Ap	TRUE	2020-04-28T11:09:13Z	Q16_6	NA
R_2tKn353lmhNNs04	TRUE	2020-04-28T11:25:04Z	Q16_6	3 miles (public transit)
R_2zu0OXFD6dNM5ZP	TRUE	2020-04-28T11:48:20Z	Q16_6	NA
R_1i3VdJIBOgQD52Q	TRUE	2020-04-28T11:57:42Z	Q16_6	NA
R_XpsX0zI5YKMP0Gt	TRUE	2020-04-28T12:04:14Z	Q16_6	NA
R_2VjBmfHzhGD4Pq5	TRUE	2020-04-28T12:14:04Z	Q16_6	NA
R_3D8esAFQu463HCf	TRUE	2020-04-28T12:23:09Z	Q16_6	NA
R_1KjYV0SKPw3WaeE	TRUE	2020-04-28T13:23:26Z	Q16_6	NA
R_1o8dIVxLwiDxbJq	TRUE	2020-04-28T13:24:39Z	Q16_6	NA
R_1iswfM49Ocz5YB3	TRUE	2020-04-28T13:59:34Z	Q16_6	NA
R_1Cf5Zd3LgfB5gHf	TRUE	2020-04-28T16:28:34Z	Q16_6	2912 (plane)
R_pJBTBl4v2fhEjdf	TRUE	2020-04-28T17:34:20Z	Q16_6	NA
R_3iJ7PoSgfliZZHK	TRUE	2020-04-28T17:54:25Z	Q16_6	NA
R_6s215F3ZvaeIXJv	TRUE	2020-04-28T20:27:39Z	Q16_6	NA
R_1LwzxWPtDRJQP92	TRUE	2020-04-29T00:26:46Z	Q16_6	92 (car)
R_2SiAOrrbuzK0Ldn	TRUE	2020-04-29T01:03:33Z	Q16_6	NA
R_3ni9O3OBlo3cAha	TRUE	2020-04-29T01:04:50Z	Q16_6	NA
R_2upwDPZDTtZ1Om6	TRUE	2020-04-29T02:19:07Z	Q16_6	NA
R_2Wx63AMYK9lixCc	TRUE	2020-04-29T03:35:11Z	Q16_6	NA
R_YWcGjo1MdxjEyIN	TRUE	2020-04-29T07:15:14Z	Q16_6	NA
R_0GTMaMfZ1jxs1bP	TRUE	2020-04-29T12:26:46Z	Q16_6	500 (flight)
R_2hPtakBjfI2vEJ3	TRUE	2020-04-29T12:50:21Z	Q16_6	NA
R_wXVtlIpuI99IInv	TRUE	2020-04-29T14:30:20Z	Q16_6	NA
R_Diag7rx6AJnZDVv	TRUE	2020-04-29T16:42:16Z	Q16_6	NA
R_3r2LVQGBGsrPWX2	TRUE	2020-04-29T20:26:39Z	Q16_6	NA
R_1d5mxy1CvLhHL3N	TRUE	2020-04-30T03:16:14Z	Q16_6	NA
R_8BUpAvHQ3mTNbXj	TRUE	2020-05-01T06:52:25Z	Q16_6	NA
R_2WBacYdzSfNys2Y	TRUE	2020-05-01T07:57:39Z	Q16_6	NA
R_3nHQXhsrkg0BKyt	TRUE	2020-05-01T12:15:25Z	Q16_6	NA
R_BXFvENVMbO1x7bz	TRUE	2020-05-02T06:50:01Z	Q16_6	NA
R_ZfwFLrQejWsp2sF	TRUE	2020-05-02T09:22:57Z	Q16_6	9200 km
R_1I9JtgEHB0L7vs7	TRUE	2020-05-02T19:48:47Z	Q16_6	NA
R_2pKMJlMjzSijgyD	TRUE	2020-05-02T20:01:04Z	Q16_6	370
R_3HYSItyc86reNR4	TRUE	2020-05-02T20:03:54Z	Q16_6	5951.88
R_Q0to9pdZ29FO9uF	TRUE	2020-05-02T20:05:32Z	Q16_6	450
R_XsTMVypqxxg6n4J	TRUE	2020-05-02T20:05:57Z	Q16_6	NA
R_1rc3cZ8LCqqX2pS	TRUE	2020-05-02T20:09:12Z	Q16_6	NA
R_qWbFhfa361j95rb	TRUE	2020-05-02T20:40:11Z	Q16_6	NA
R_1mlP9DPrkydlT3V	TRUE	2020-05-02T20:42:35Z	Q16_6	NA
R_1LhSpyotS3oFByI	TRUE	2020-05-02T20:47:41Z	Q16_6	NA
R_V2c6MCl1dGQxHxf	TRUE	2020-05-02T22:10:36Z	Q16_6	250
R_22lkd4n72LmIarH	TRUE	2020-05-02T22:46:09Z	Q16_6	2193(airplane)
R_1BXh828qsKj610k	TRUE	2020-05-02T23:04:43Z	Q16_6	NA
R_2UXZRHZ9XH00w8F	TRUE	2020-05-03T00:14:29Z	Q16_6	200
R_e9Z8nNz5lFKsbvz	TRUE	2020-05-03T04:05:34Z	Q16_6	NA
R_C775xQKnDR7P0gp	TRUE	2020-05-03T08:28:26Z	Q16_6	NA
R_Q5sqLgtU9PEF4hH	TRUE	2020-05-04T02:01:18Z	Q16_6	NA
R_bEDse8jk3ThfEOZ	TRUE	2020-05-05T03:57:53Z	Q16_6	NA
R_3IcqT2G4loXl6Mm	TRUE	2020-05-05T04:33:57Z	Q16_6	NA
R_3EXYFED1nkKao8M	TRUE	2020-05-11T03:18:49Z	Q16_6	NA
R_0BrtomYZ08TaYN3	TRUE	2020-05-13T11:30:28Z	Q16_6	NA
R_1eW4IPfRJQQCabG	TRUE	2020-05-14T23:45:12Z	Q16_6	NA
R_Rq6qAPbwMkOjG7f	TRUE	2020-05-15T02:14:16Z	Q16_6	NA
R_3McAtSURlvpNgK8	TRUE	2020-05-17T00:31:55Z	Q16_6	NA
R_2ceIfuqaIOoZFEI	TRUE	2020-05-17T20:51:21Z	Q16_6	NA
R_2QRQC9ANAGpnPak	TRUE	2020-05-18T04:48:12Z	Q16_6	NA
R_yDCQo2sakOucK1X	TRUE	2020-05-24T22:44:09Z	Q16_6	NA
R_2CmoJiXg0YiLYiu	TRUE	2020-03-23T09:39:50Z	Q16_7	NA
R_1lnT8Pb8t8U7Lu2	TRUE	2020-03-23T09:41:05Z	Q16_7	NA
R_tPQV5EFU2c4QdLX	TRUE	2020-03-23T09:41:10Z	Q16_7	NA
R_pRUZP9WpPPgB3fb	TRUE	2020-03-23T09:42:21Z	Q16_7	NA
R_2R3alMzrmK7S0gl	TRUE	2020-03-23T09:42:34Z	Q16_7	NA
R_9HwxSSkdjK9vGUx	TRUE	2020-03-23T09:43:46Z	Q16_7	NA
R_yL1QG2gP1Yzznbj	TRUE	2020-03-23T09:44:36Z	Q16_7	NA
